URL
https://ncbi.nlm.nih.gov/clinvar/variation/4854431/
https://ncbi.nlm.nih.gov/clinvar/variation/4812191/
https://ncbi.nlm.nih.gov/clinvar/variation/4809944/
https://ncbi.nlm.nih.gov/clinvar/variation/4809130/
https://ncbi.nlm.nih.gov/clinvar/variation/4798448/
https://ncbi.nlm.nih.gov/clinvar/variation/4780303/
https://ncbi.nlm.nih.gov/clinvar/variation/4779557/
https://ncbi.nlm.nih.gov/clinvar/variation/4774432/
https://ncbi.nlm.nih.gov/clinvar/variation/4772718/
